,Target,MAE,MAPE (%),RMSE
0,length_cm,9.628078855861459,36.6046124952032,17.35772528191467
1,width_cm,6.021593711483053,45.000226735566095,10.152428127885614
2,height_cm,3.21292818469143,63.237053353717386,5.818810718834597
3,weight_g,570.1521615419364,129.14707986450657,2468.537719234105
